id,condition,sound,gender,age,education,high_school,attribute,score,new
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_tall,4,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_gay,3,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_ugly,2,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_poor,3,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_feminine,3,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_unfriendly,2,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_introverted,4,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_clever,3,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_unfaithful,3,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_indifferent,3,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_natural,2,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,stim_passionate,2,stim
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_tall,4,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_gay,1,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_ugly,3,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_poor,5,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_feminine,1,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_unfriendly,3,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_introverted,NA,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_clever,4,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_unfaithful,3,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_indifferent,3,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_natural,5,self
R_06WF5Rlp3e5JMwZ,sex,Up,male,32,20,"Hajdunanas "" Csiha Gy. """,self_passionate,5,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_tall,5,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_gay,1,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_ugly,3,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_poor,2,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_feminine,1,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_unfriendly,2,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_introverted,3,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_clever,4,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_unfaithful,2,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_indifferent,1,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_natural,3,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,stim_passionate,1,stim
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_tall,4,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_gay,1,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_ugly,2,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_poor,4,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_feminine,4,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_unfriendly,1,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_introverted,2,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_clever,5,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_unfaithful,1,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_indifferent,1,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_natural,3,self
R_0AJzWRKcBdjyx3D,sex,Up,male,28,22,Szolnok,self_passionate,3,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_tall,4,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_gay,3,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_ugly,3,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_poor,3,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_feminine,4,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_unfriendly,1,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_introverted,4,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_clever,4,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_unfaithful,2,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_indifferent,2,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_natural,2,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,stim_passionate,1,stim
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_tall,5,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_gay,1,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_ugly,1,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_poor,2,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_feminine,2,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_unfriendly,3,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_introverted,4,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_clever,4,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_unfaithful,2,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_indifferent,2,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_natural,2,self
R_0BTL3pSjaP4O2Z7,sex,Down,male,24,18,,self_passionate,3,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_tall,4,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_gay,1,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_ugly,4,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_poor,3,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_feminine,3,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_unfriendly,2,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_introverted,2,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_clever,4,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_unfaithful,2,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_indifferent,4,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_natural,3,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,stim_passionate,4,stim
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_tall,3,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_gay,3,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_ugly,2,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_poor,2,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_feminine,2,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_unfriendly,2,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_introverted,5,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_clever,2,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_unfaithful,2,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_indifferent,4,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_natural,1,self
R_0GOzBIwUhcFPvF3,sex,Up,male,22,15,Kada Elek Kozgazdasagi Szakkozepiskola,self_passionate,1,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_tall,2,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_gay,3,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_ugly,3,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_poor,4,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_feminine,3,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_unfriendly,3,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_introverted,4,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_clever,3,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_unfaithful,4,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_indifferent,2,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_natural,1,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,stim_passionate,3,stim
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_tall,4,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_gay,5,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_ugly,3,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_poor,2,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_feminine,2,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_unfriendly,1,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_introverted,1,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_clever,4,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_unfaithful,4,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_indifferent,3,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_natural,2,self
R_0HbO3rOrKlAWrRj,sex,Down,male,22,15,Gyor,self_passionate,5,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_tall,3,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_gay,4,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_ugly,4,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_poor,3,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_feminine,3,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_unfriendly,3,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_introverted,2,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_clever,2,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_unfaithful,3,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_indifferent,4,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_natural,2,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,stim_passionate,2,stim
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_tall,4,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_gay,1,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_ugly,3,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_poor,2,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_feminine,2,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_unfriendly,2,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_introverted,5,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_clever,5,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_unfaithful,2,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_indifferent,2,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_natural,4,self
R_0N72ZK7ucCud4Tb,sex,Down,male,39,20,Budapest,self_passionate,2,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_tall,4,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_gay,3,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_ugly,3,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_poor,3,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_feminine,2,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_unfriendly,4,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_introverted,2,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_clever,4,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_unfaithful,3,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_indifferent,2,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_natural,3,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,stim_passionate,2,stim
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_tall,4,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_gay,1,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_ugly,2,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_poor,5,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_feminine,2,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_unfriendly,1,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_introverted,2,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_clever,3,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_unfaithful,1,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_indifferent,1,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_natural,5,self
R_0NBkUNavstDcyMd,city,Down,male,49,15,gimnazium,self_passionate,5,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_tall,3,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_gay,3,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_ugly,3,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_poor,3,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_feminine,2,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_unfriendly,3,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_introverted,3,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_clever,3,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_unfaithful,2,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_indifferent,2,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_natural,4,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,stim_passionate,2,stim
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_tall,3,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_gay,1,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_ugly,2,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_poor,2,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_feminine,1,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_unfriendly,1,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_introverted,3,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_clever,5,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_unfaithful,3,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_indifferent,2,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_natural,5,self
R_0NxlXFLuhxMWYVn,sex,Up,male,42,20,Marosvasarhely,self_passionate,3,self
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_tall,4,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_gay,2,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_ugly,3,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_poor,4,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_feminine,2,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_unfriendly,3,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_introverted,3,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_clever,3,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_unfaithful,3,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_indifferent,3,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_natural,2,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,stim_passionate,3,stim
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,self_tall,3,self
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,self_gay,1,self
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,self_ugly,3,self
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,self_poor,4,self
R_0PWns1fNT0SUpRb,sex,Down,male,23,15,Laszlo Gyula Gimnazium,self_feminine,2,self
